Channel,Rank,Bank,Row,AvgOpenDuration,OpenCount,AvgReopenInterval,TotalRefreshes,AvgRefreshesBetweenReopens
0,0,0,15041,924,2,1003.5,2571,1285.5
0,0,0,15047,91439.9,7,2.18777e+06,2571,367.286
0,0,0,15049,312150,5,3.37228e+06,2571,514.2
0,0,0,64820,91014.6,19,1.11917e+06,2571,135.316
0,0,0,64821,42615.6,46,845614,2571,55.8913
0,0,0,64822,3.59628e+06,2,3.59632e+06,2571,1285.5
0,0,0,64823,35534.1,47,583378,2571,54.7021
0,0,0,64824,2873.5,10,1.44607e+06,2571,257.1
0,0,0,64825,207604,7,2.67184e+06,2571,367.286
0,0,0,64839,2.10142e+06,10,3.62812e+06,2571,257.1
0,0,0,65450,2.20137e+06,12,3.01391e+06,2571,214.25
0,0,0,65619,5.72615e+06,4,5.72621e+06,2571,642.75
0,0,0,66398,2.20401e+06,2,2.20404e+06,2571,1285.5
0,0,1,4098,333692,19,1.11831e+06,2571,135.316
0,0,1,4099,371247,14,2.15352e+06,2571,183.643
0,0,1,4130,3.82299e+06,3,4.32998e+06,2571,857
0,0,1,4135,568210,13,1.60803e+06,2571,197.769
0,0,1,4137,339076,40,875295,2571,64.275
0,0,1,4138,72822.8,91,413811,2571,28.2527
0,0,1,4140,739992,13,1.3472e+06,2571,197.769
0,0,1,4141,109128,25,872114,2571,102.84
0,0,1,4146,1.8545e+06,10,2.19728e+06,2571,257.1
0,0,1,4147,1623.86,7,206395,2571,367.286
0,0,1,4154,1.59986e+06,2,1.5999e+06,2571,1285.5
0,0,1,4160,2.41089e+06,9,2.67211e+06,2571,285.667
0,0,1,4375,84052.9,8,2.05293e+06,2571,321.375
0,0,1,4380,1.1231e+06,14,2.60403e+06,2571,183.643
0,0,1,4383,505984,4,2.12282e+06,2571,642.75
0,0,1,4401,170477,15,2.63216e+06,2571,171.4
0,0,1,4402,4.37092e+06,3,4.37691e+06,2571,857
0,0,1,4403,2.97469e+06,7,5.20729e+06,2571,367.286
0,0,1,4404,333.944,18,399248,2571,142.833
0,0,1,4406,200825,57,591075,2571,45.1053
0,0,1,4407,242615,6,5.69755e+06,2571,428.5
0,0,1,4411,6557.5,32,208578,2571,80.3438
0,0,1,4413,132569,97,360248,2571,26.5052
0,0,1,4420,2.32416e+06,7,5.29107e+06,2571,367.286
0,0,1,4421,69058.2,97,393652,2571,26.5052
0,0,1,4423,1.4256e+06,2,1.42564e+06,2571,1285.5
0,0,1,4424,22201,562,41603.5,2571,4.57473
0,0,1,4425,13022.4,474,37840.7,2571,5.42405
0,0,1,4426,236619,29,883287,2571,88.6552
0,0,1,4427,36227.8,29,1.01317e+06,2571,88.6552
0,0,1,4428,407236,27,1.21891e+06,2571,95.2222
0,0,1,4429,65683.8,46,724967,2571,55.8913
0,0,1,4430,388689,19,1.76785e+06,2571,135.316
0,0,1,4432,49917.9,38,387907,2571,67.6579
0,0,1,4433,63783.6,32,474968,2571,80.3438
0,0,1,4434,1.66667,3,949731,2571,857
0,0,1,4437,463590,28,945600,2571,91.8214
0,0,1,4440,70035.1,82,481382,2571,31.3537
0,0,1,4441,230138,55,593605,2571,46.7455
0,0,1,4442,270547,9,900418,2571,285.667
0,0,1,4443,771.733,15,1.3297e+06,2571,171.4
0,0,1,4444,497024,40,703384,2571,64.275
0,0,1,4445,120589,59,647142,2571,43.5763
0,0,1,4447,132550,33,770251,2571,77.9091
0,0,1,4453,563702,14,1.64778e+06,2571,183.643
0,0,1,4456,84136.4,27,1.05521e+06,2571,95.2222
0,0,1,4457,4566.29,78,297984,2571,32.9615
0,0,1,4458,35479.9,33,944293,2571,77.9091
0,0,1,4459,608293,17,1.60837e+06,2571,151.235
0,0,1,4463,1.44425e+06,9,1.90756e+06,2571,285.667
0,0,1,4474,881047,9,1.8855e+06,2571,285.667
0,0,1,4476,596498,15,1.99671e+06,2571,171.4
0,0,1,4477,554515,10,1.70898e+06,2571,257.1
0,0,1,4478,644135,11,1.11736e+06,2571,233.727
0,0,1,4479,183788,18,642330,2571,142.833
0,0,1,4480,119308,6,1.53632e+06,2571,428.5
0,0,1,4481,1.18271e+06,12,2.35096e+06,2571,214.25
0,0,1,4482,393418,28,1.10709e+06,2571,91.8214
0,0,1,4484,311910,10,892404,2571,257.1
0,0,1,4485,206289,3,481525,2571,857
0,0,1,4487,206841,4,3.54485e+06,2571,642.75
0,0,1,4488,1.26036e+06,15,2.27099e+06,2571,171.4
0,0,1,4490,4.74122e+06,3,4.74127e+06,2571,857
0,0,1,4491,319137,31,505403,2571,82.9355
0,0,1,4494,8037.98,289,31591.5,2571,8.89619
0,0,1,4495,1789.6,161,6028.54,2571,15.9689
0,0,1,4508,3.73822e+06,4,3.77049e+06,2571,642.75
0,0,1,4514,321469,10,1.38416e+06,2571,257.1
0,0,1,4515,226843,6,4.17781e+06,2571,428.5
0,0,1,4536,2.15192e+06,6,3.25029e+06,2571,428.5
0,0,1,4537,790108,3,3.4665e+06,2571,857
0,0,1,4546,574377,11,1.34046e+06,2571,233.727
0,0,1,4549,3.3551e+06,4,5.66178e+06,2571,642.75
0,0,1,4555,680539,3,1.20228e+06,2571,857
0,0,1,4557,326367,11,982814,2571,233.727
0,0,1,4584,430250,18,580653,2571,142.833
0,0,1,4594,69981.6,5,2.35386e+06,2571,514.2
0,0,1,4595,500794,10,740718,2571,257.1
0,0,1,4600,496014,18,942761,2571,142.833
0,0,1,4602,1.39319e+06,5,3.2328e+06,2571,514.2
0,0,1,4603,394722,29,542782,2571,88.6552
0,0,1,4608,2.50175e+06,6,2.95137e+06,2571,428.5
0,0,1,4609,813403,6,1.44751e+06,2571,428.5
0,0,1,4620,399187,23,520408,2571,111.783
0,0,1,4622,605785,24,711474,2571,107.125
0,0,1,4623,1.85268e+06,10,2.74584e+06,2571,257.1
0,0,1,4625,516484,7,5.32924e+06,2571,367.286
0,0,1,4630,3656.14,7,2.14301e+06,2571,367.286
0,0,1,4637,338916,7,1.08555e+06,2571,367.286
0,0,1,4646,195043,110,323260,2571,23.3727
0,0,1,4647,128993,130,260983,2571,19.7769
0,0,1,4649,66231.3,201,185543,2571,12.791
0,0,1,4658,282039,30,585640,2571,85.7
0,0,1,4659,80701.2,4,390583,2571,642.75
0,0,1,4679,122361,15,702016,2571,171.4
0,0,1,4680,603951,22,1.09361e+06,2571,116.864
0,0,1,4681,1.82714e+06,4,2.36222e+06,2571,642.75
0,0,1,4685,582218,7,2.12586e+06,2571,367.286
0,0,1,4692,220132,62,468378,2571,41.4677
0,0,1,4696,179974,4,620762,2571,642.75
0,0,1,4699,3164.53,19,182521,2571,135.316
0,0,1,4705,216689,30,545469,2571,85.7
0,0,1,4707,182696,18,933444,2571,142.833
0,0,1,4725,2.63887e+06,3,2.84913e+06,2571,857
0,0,1,4730,388414,17,1.56626e+06,2571,151.235
0,0,1,4734,3.29486e+06,5,4.54137e+06,2571,514.2
0,0,1,4743,3566.57,7,5235.14,2571,367.286
0,0,1,4745,509349,15,933921,2571,171.4
0,0,1,4746,1.17031e+06,5,1.89621e+06,2571,514.2
0,0,1,4777,68135,54,180141,2571,47.6111
0,0,1,4792,671910,15,1.10372e+06,2571,171.4
